wallet_age_days,total_transactions,unique_active_days,transaction_frequency,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidation_usd,average_transaction_value_usd,net_deposit_usd,liquidation_count,min_health_factor_proxy,mean_health_factor_proxy,repay_to_borrow_ratio,borrow_to_deposit_ratio
1.1574074074074073e-05,1,1,1.0,1987663654.8592715,0.0,0.0,0.0,0.0,1987663654.8592715,1987663654.8592715,0,1987663654859271.5,1987663654859271.5,0.0,0.0
1.1574074074074073e-05,1,1,1.0,2.8569448036149268e+20,0.0,0.0,0.0,0.0,2.8569448036149268e+20,2.8569448036149268e+20,0,2.856944803614927e+26,2.856944803614927e+26,0.0,0.0
7.574143518518518,2,2,1.0,5152310624158186.0,0.0,0.0,0.0,0.0,2576155312079093.0,5152310624158186.0,0,9.223772540040778e+20,3.0373439390811323e+21,0.0,0.0
129.32777777777778,17,8,2.125,0.0,0.0,0.0,9.803600316664596e+20,0.0,5.766823715685056e+19,-9.803600316664596e+20,0,-9.803600316664596e+26,-2.8594493811607776e+26,0.0,0.0
132.86591435185184,399,104,3.8365384615384617,2.0657733084285222e+23,6.029762086214079e+22,70150263790.74077,1.1287452027976198e+23,0.0,9.517530626186094e+20,9.370281056309024e+22,0,-2578342691347208.5,1.0270549034889219e+27,1.1634001937012771e-12,0.29188885642060347
39.28018518518518,25,15,1.6666666666666667,1.8390665686010514e+22,11631431210.321323,11640280239.622173,4.617415427863044e+21,0.0,9.203232445558733e+20,1.3773250258147471e+22,0,-1896647893791221.8,3.4146205832984894e+26,1.0007607859377612,6.324638492650741e-13
7.889212962962963,8,4,2.0,7.637631560497202e+16,0.0,0.0,0.0,0.0,9547039450621502.0,7.637631560497202e+16,0,1.4525405464355639e+22,4.83086572708775e+22,0.0,0.0
123.5015162037037,492,108,4.555555555555555,4.585861982762907e+23,1.3241576090263831e+23,3.398128730609447e+20,2.9953890762767578e+23,0.0,1.8107330887798085e+21,1.5904729064861493e+23,0,-144498579.16118598,65217433874.17579,0.0025662569979928583,0.2887478109902906
1.1574074074074073e-05,1,1,1.0,1.4216066648145406e+17,0.0,0.0,0.0,0.0,1.4216066648145406e+17,1.4216066648145406e+17,0,1.4216066648145408e+23,1.4216066648145408e+23,0.0,0.0
1.1574074074074073e-05,1,1,1.0,1766652.5037857387,0.0,0.0,0.0,0.0,1766652.5037857387,1766652.5037857387,0,1766652503785.7388,1766652503785.7388,0.0,0.0
30.656203703703703,69,3,23.0,7.999916941682947e+23,5.975019617796154e+23,5.9756867982844605e+23,8.010729370227363e+23,0.0,4.052369960578394e+22,-1.0812428544415839e+21,0,-2753.5317941765943,3.1384588650685686e+26,1.0001116616397911,0.7468852066030557
2.104525462962963,47,2,23.5,3.2546605034654667e+24,1.759512594809414e+24,1.743593934185973e+24,3.233387269617574e+24,0.0,2.1257775110805166e+23,2.1273233847892622e+22,0,0.33637083867265666,3.181165763097985e+28,0.9909528009799978,0.5406132507325839
100.50729166666666,250,19,13.157894736842104,2.2169199416626406e+22,2.3164201034194218e+22,1.1991513226122326e+21,3.8536807806854195e+18,0.0,1.861456218168542e+20,2.216534573584572e+22,0,-12976172.613415029,308596525787083.56,0.05176743721236427,1.0448821628092524
137.2060185185185,297,61,4.868852459016393,3.134059613762208e+24,2.5596788392218024e+24,1.8523440568145643e+24,2.595897731743287e+24,0.0,3.414808162135307e+22,5.381618820189206e+23,0,-0.305211698518717,8.95101142999125e+26,0.7236626831582187,0.8167294674235939
41.29443287037037,28,12,2.3333333333333335,4.284915292921578e+22,2.300705925998673e+22,2.3151274780815503e+22,5.0131143487608135e+22,0.0,4.969236802058077e+21,-7.281990558392359e+21,3,-94.20981252848235,5.3450284898907437e+26,1.0062683161371948,0.5369314837563536
1.1574074074074073e-05,1,1,1.0,1692754.3127773313,0.0,0.0,0.0,0.0,1692754.3127773313,1692754.3127773313,0,1692754312777.3313,1692754312777.3313,0.0,0.0
47.004305555555554,4,4,1.0,0.0,0.0,0.0,53501440123.14357,0.0,13375360030.785892,-53501440123.14357,0,-5.3501440123143576e+16,-3.334867181922195e+16,0.0,0.0
125.32155092592592,147,35,4.2,2.2937294172388544e+24,6.178981819947749e+23,4.271477856461843e+23,1.5775225802578294e+24,0.0,3.3444203844473765e+22,7.16206836981025e+23,0,-2.6348720985291264e+16,9.855314933245948e+27,0.6912915397601807,0.2693858209041014
3.5146180555555557,2,2,1.0,4.6618576206638966e+20,0.0,0.0,4.6553240002876506e+20,0.0,4.658590810475773e+20,6.533620376246026e+17,0,6.533620376246027e+23,2.3341956205200714e+26,0.0,0.0
1.1574074074074073e-05,1,1,1.0,1116218.296466259,0.0,0.0,0.0,0.0,1116218.296466259,1116218.296466259,0,1116218296466.259,1116218296466.259,0.0,0.0
75.77994212962963,14,8,1.75,1.967476047132329e+18,1.257932658028036e+21,0.0,1.492514578981658e+21,0.0,1.9660105093263045e+20,-1.4905471029345258e+21,0,-9.165769077729688e+26,-2.6175012198905475e+26,0.0,639.3636455506132
79.51587962962962,29,11,2.6363636363636362,1.1435291181817161e+21,3.0268740162206374e+20,3.0236267435993026e+20,2.159702780640753e+19,0.0,6.104055937827992e+19,1.1219320903753086e+21,0,1.6076159636258844,7.364493216424986e+24,0.9989271860659106,0.2646958409798571
1.641689814814815,2,2,1.0,3.1457592760046474e+18,0.0,0.0,0.0,0.0,1.5728796380023237e+18,3.1457592760046474e+18,0,1.5794844914008806e+24,2.3626218837027642e+24,0.0,0.0
1.1574074074074073e-05,1,1,1.0,1.0022621744374797e+18,0.0,0.0,0.0,0.0,1.0022621744374797e+18,1.0022621744374797e+18,0,1.0022621744374798e+24,1.0022621744374798e+24,0.0,0.0
7.14380787037037,2,2,1.0,1011250.6095471126,0.0,0.0,0.0,0.0,505625.3047735563,1011250.6095471126,0,98716278.28198309,505674662912.6973,0.0,0.0
0.001724537037037037,4,1,4.0,7.122699059900504e+21,2.946593000000001e+21,2.946950500000006e+21,7.118472277000015e+21,0.0,5.033678709225131e+21,4.226782900489552e+18,0,-19924.63373370893,1.7806747649751262e+27,1.0001213265625775,0.4136905090640123
100.84356481481481,37,20,1.85,3.3171007704367743e+19,917402818.3810866,0.0,5.187095166549087e+20,0.0,1.4915689847572804e+19,-4.855385089505409e+20,0,-529253343485.769,1.3124492703665255e+24,0.0,2.765676661249845e-11
0.0009837962962962962,2,1,2.0,1049493536.649711,0.0,0.0,1049493771.5306416,0.0,1049493654.0901763,-234.88093054294586,0,-234880930.54294586,524746650884390.25,0.0,0.0
82.84641203703704,24,6,4.0,2186046136.065428,2095927039.250547,1474267220.1061497,1399922022.7566319,0.0,298173434.0907815,786124113.3087959,0,-77087090.99888802,4174687756364.614,0.7033962502021595,0.9587752996937735
82.0282175925926,10,6,1.6666666666666667,994062140.2142456,505675140.21996343,543485405.5313201,1335642853.2248507,0.0,337886553.919038,-341580713.0106051,0,-21.858939282038,100598827899772.03,1.0747718491656688,0.5086957039838346
0.0024305555555555556,2,1,2.0,2.741759361949003e+21,518312732.4254524,0.0,0.0,0.0,1.3708796809747607e+21,2.741759361949003e+21,0,5289778140541.472,1.3708796809745043e+27,0.0,1.8904384521076476e-13
0.004363425925925926,6,1,6.0,3.5395717480350118e+19,2.2653259187424076e+19,2.2653259187424076e+19,3.5395703322063127e+19,0.0,1.9349656529543565e+19,14158286991360.0,0,-0.4375,4.2474884573565127e+24,1.0,0.64
0.6429976851851852,7,2,3.5,7.356873206985615e+20,593761137.6147482,592953002.1211905,8.498608343363275e+20,0.0,2.2650687929086797e+20,-1.1417351363776597e+20,0,-141280162234917.12,1.0509818867131541e+26,0.9986389552256568,8.07083554261817e-13
1.1574074074074073e-05,1,1,1.0,1064852.57555633,0.0,0.0,0.0,0.0,1064852.57555633,1064852.57555633,0,1064852575556.33,1064852575556.33,0.0,0.0
1.1574074074074073e-05,1,1,1.0,1.1536765310394422e+18,0.0,0.0,0.0,0.0,1.1536765310394422e+18,1.1536765310394422e+18,0,1.1536765310394423e+24,1.1536765310394423e+24,0.0,0.0
9.988414351851851,2,2,1.0,2.617513598912143e+18,0.0,0.0,0.0,0.0,1.3087567994560714e+18,2.617513598912143e+18,0,1.032645871855794e+24,1.8250797353839685e+24,0.0,0.0
7.81193287037037,2,2,1.0,1.0581473433072288e+18,0.0,0.0,0.0,0.0,5.290736716536144e+17,1.0581473433072288e+18,0,4.969122323803377e+19,5.2909851726523346e+23,0.0,0.0
1.1574074074074073e-05,1,1,1.0,3.2446847156000052e+16,0.0,0.0,0.0,0.0,3.2446847156000052e+16,3.2446847156000052e+16,0,3.2446847156000054e+22,3.2446847156000054e+22,0.0,0.0
33.18609953703704,12,4,3.0,277884997.2393591,160386310.03803742,160225817.57470167,276874386.0723702,0.0,72947625.91037236,1010611.1669889092,0,-0.3730738086574613,4193589335018.814,0.9989993381399029,0.5771679350500756
25.91337962962963,43,10,4.3,1.932663909054446e+22,7.3564641652974084e+19,13381494379.508398,3.2743904255659926e+22,0.0,1.212653674136529e+21,-1.3417265165115467e+22,0,-7.729846113235741e+27,-5.802346155156507e+26,1.819011698939936e-10,0.003806385647723174
0.0005208333333333333,2,1,2.0,1.1365237938343968e+17,1.1365237938343968e+16,0.0,0.0,0.0,6.250880866089182e+16,1.1365237938343968e+17,0,9.0,5.682618969171984e+22,0.0,0.1
123.26834490740741,77,35,2.2,2.7351154447846054e+20,0.0,0.0,3.4796847426715864e+20,0.0,8.071169074618431e+18,-7.44569297886981e+19,0,-1.300043788602431e+26,-4.740297448903545e+25,0.0,0.0
0.0007060185185185185,4,1,4.0,5.480588573862458e+21,2.366767191230522e+21,2.366767191230522e+21,5.480588573862458e+21,0.0,3.9236778825464897e+21,0.0,0,0.0,2.740294286931229e+27,1.0,0.43184544129400637
66.14398148148148,71,32,2.21875,1.8761063040332172e+20,963876514.6793131,933097790.0335208,1.74357430362055e+20,0.0,5.098141700947516e+18,1.3253200041266741e+19,0,-43940969918666.89,4.264322945122875e+23,0.968067771984222,5.13764338730268e-12
30.664270833333333,6,3,2.0,2.821056376025053e+20,40102676.334020846,40314333.39845018,0.0,0.0,4.701760626709762e+19,2.821056376025053e+20,0,-1332843004151289.8,3.423872413100198e+25,1.005277878779596,1.4215482070771884e-13
1.1574074074074073e-05,1,1,1.0,1218108806215370.8,0.0,0.0,0.0,0.0,1218108806215370.8,1218108806215370.8,0,1.2181088062153708e+21,1.2181088062153708e+21,0.0,0.0
1.1574074074074073e-05,1,1,1.0,1.3920558505203293e+17,0.0,0.0,0.0,0.0,1.3920558505203293e+17,1.3920558505203293e+17,0,1.3920558505203293e+23,1.3920558505203293e+23,0.0,0.0
80.57100694444445,8,4,2.0,7.604061861653314e+20,886724479.0708098,503650156.4107848,502231316.99702215,0.0,9.5050773270903e+19,7.604061861648292e+20,0,-4847132936527866.0,9.505077326999633e+25,0.5679894581669319,1.1661194966633447e-12
20.318194444444444,8,7,1.1428571428571428,7.053997334319023e+21,0.0,0.0,3.3554134762621045e+21,0.0,1.301176351322641e+21,3.6985838580569185e+21,0,-1.4277873583381908e+26,7.568182729353123e+26,0.0,0.0
26.296145833333334,10,5,2.0,7.00190083689281e+20,216825703.6891647,217391397.3215126,267248213.6741055,0.0,7.0019008368998244e+19,7.001900836890137e+20,0,-3736093137307825.5,2.3964971571794727e+25,1.0026089786530008,3.0966691579908766e-13
1.9734837962962963,22,3,7.333333333333333,6.6654123810212954e+19,34630956.15590086,35378008.01727156,4.090920922589925e+19,0.0,4.889242410735556e+18,2.57449145843137e+19,0,-85829508459658.12,-3887804627941.8765,1.0215717942642595,5.195620942300136e-13
1.1574074074074073e-05,1,1,1.0,1.097254760600487e+18,0.0,0.0,0.0,0.0,1.097254760600487e+18,1.097254760600487e+18,0,1.097254760600487e+24,1.097254760600487e+24,0.0,0.0
15.675277777777778,2,2,1.0,1.0237738923188868e+20,0.0,0.0,8.248886148682798e+19,0.0,9.243312535935833e+19,1.98885277450607e+19,0,1.98885277450607e+25,6.113295848847469e+25,0.0,0.0
18.14431712962963,25,6,4.166666666666667,3.148876400288766e+22,17603979119.70302,17566377247.4764,3.538938864516284e+22,0.0,2.6751261059234267e+21,-3.9006246422751803e+21,0,-247196705796372.78,9.9619276970909e+24,0.997864012904643,5.590558942894252e-13
2.8270138888888887,73,3,24.333333333333332,4.094270498824155e+25,3.4436280280110055e+25,3.4334725650694293e+25,4.077799057890072e+25,0.0,2.061530157506118e+24,1.6471440934082826e+23,0,-0.2761621800527021,6.79918177689621e+28,0.9970509407929747,0.8410846398644132
1.353726851851852,96,2,48.0,1.5335142063321435e+21,7.964431003956306e+20,7.927758701469054e+20,1.5300300187535228e+21,0.0,4.846628328779377e+19,3.484187578620707e+18,0,-81013035.44640541,1.1479450936035908e+24,0.9953954899641876,0.5193581494758772
8.035509259259259,8,4,2.0,5.914282535689781e+20,1.4001063060029029e+20,1.3970001148776587e+20,3.5014550700363304e+20,0.0,1.526605503325834e+20,2.4128274656534508e+20,0,0.6524220381086919,1.2032172505735368e+26,0.9977814605134435,0.23673307752106043
